date,N,publication_date,days_since_publication,n_diff,n_diff_pct,delay
2020-03-02,0,2020-05-29,88,0,0,14 Days +
2020-03-03,0,2020-05-29,87,0,0,14 Days +
2020-03-04,0,2020-05-29,86,0,0,14 Days +
2020-03-05,0,2020-05-29,85,0,0,14 Days +
2020-03-06,0,2020-05-29,84,0,0,14 Days +
2020-03-07,0,2020-05-29,83,0,0,14 Days +
2020-03-08,0,2020-05-29,82,0,0,14 Days +
2020-03-09,0,2020-05-29,81,0,0,14 Days +
2020-03-10,0,2020-05-29,80,0,0,14 Days +
2020-03-11,1,2020-05-29,79,0,0,14 Days +
2020-03-12,0,2020-05-29,78,0,0,14 Days +
2020-03-13,1,2020-05-29,77,0,0,14 Days +
2020-03-14,1,2020-05-29,76,0,0,14 Days +
2020-03-15,2,2020-05-29,75,0,0,14 Days +
2020-03-16,2,2020-05-29,74,0,0,14 Days +
2020-03-17,1,2020-05-29,73,0,0,14 Days +
2020-03-18,6,2020-05-29,72,0,0,14 Days +
2020-03-19,7,2020-05-29,71,0,0,14 Days +
2020-03-20,9,2020-05-29,70,0,0,14 Days +
2020-03-21,8,2020-05-29,69,0,0,14 Days +
2020-03-22,11,2020-05-29,68,0,0,14 Days +
2020-03-23,11,2020-05-29,67,0,0,14 Days +
2020-03-24,21,2020-05-29,66,0,0,14 Days +
2020-03-25,22,2020-05-29,65,0,0,14 Days +
2020-03-26,31,2020-05-29,64,0,0,14 Days +
2020-03-27,32,2020-05-29,63,0,0,14 Days +
2020-03-28,35,2020-05-29,62,0,0,14 Days +
2020-03-29,38,2020-05-29,61,0,0,14 Days +
2020-03-30,44,2020-05-29,60,0,0,14 Days +
2020-03-31,49,2020-05-29,59,0,0,14 Days +
2020-04-01,53,2020-05-29,58,0,0,14 Days +
2020-04-02,70,2020-05-29,57,0,0,14 Days +
2020-04-03,78,2020-05-29,56,0,0,14 Days +
2020-04-04,71,2020-05-29,55,0,0,14 Days +
2020-04-05,86,2020-05-29,54,0,0,14 Days +
2020-04-06,90,2020-05-29,53,0,0,14 Days +
2020-04-07,84,2020-05-29,52,0,0,14 Days +
2020-04-08,115,2020-05-29,51,0,0,14 Days +
2020-04-09,86,2020-05-29,50,0,0,14 Days +
2020-04-10,90,2020-05-29,49,0,0,14 Days +
2020-04-11,103,2020-05-29,48,0,0,14 Days +
2020-04-12,97,2020-05-29,47,0,0,14 Days +
2020-04-13,85,2020-05-29,46,-1,-0.0116279069767442,14 Days +
2020-04-14,91,2020-05-29,45,0,0,14 Days +
2020-04-15,115,2020-05-29,44,0,0,14 Days +
2020-04-16,111,2020-05-29,43,1,0.00909090909090904,14 Days +
2020-04-17,82,2020-05-29,42,0,0,14 Days +
2020-04-18,87,2020-05-29,41,0,0,14 Days +
2020-04-19,88,2020-05-29,40,0,0,14 Days +
2020-04-20,84,2020-05-29,39,0,0,14 Days +
2020-04-21,62,2020-05-29,38,0,0,14 Days +
2020-04-22,77,2020-05-29,37,0,0,14 Days +
2020-04-23,86,2020-05-29,36,0,0,14 Days +
2020-04-24,88,2020-05-29,35,0,0,14 Days +
2020-04-25,73,2020-05-29,34,0,0,14 Days +
2020-04-26,75,2020-05-29,33,0,0,14 Days +
2020-04-27,74,2020-05-29,32,0,0,14 Days +
2020-04-28,81,2020-05-29,31,1,0.0125,14 Days +
2020-04-29,82,2020-05-29,30,-1,-0.0120481927710844,14 Days +
2020-04-30,78,2020-05-29,29,0,0,14 Days +
2020-05-01,78,2020-05-29,28,0,0,14 Days +
2020-05-02,73,2020-05-29,27,1,0.0138888888888888,14 Days +
2020-05-03,74,2020-05-29,26,0,0,14 Days +
2020-05-04,82,2020-05-29,25,0,0,14 Days +
2020-05-05,71,2020-05-29,24,1,0.0142857142857142,14 Days +
2020-05-06,73,2020-05-29,23,0,0,14 Days +
2020-05-07,80,2020-05-29,22,0,0,14 Days +
2020-05-08,60,2020-05-29,21,0,0,14 Days +
2020-05-09,65,2020-05-29,20,0,0,14 Days +
2020-05-10,73,2020-05-29,19,1,0.0138888888888888,14 Days +
2020-05-11,63,2020-05-29,18,1,0.0161290322580645,14 Days +
2020-05-12,57,2020-05-29,17,-1,-0.0172413793103449,14 Days +
2020-05-13,51,2020-05-29,16,1,0.02,14 Days +
2020-05-14,44,2020-05-29,15,0,0,14 Days +
2020-05-15,56,2020-05-29,14,2,0.037037037037037,14 Days +
2020-05-16,45,2020-05-29,13,1,0.0227272727272727,7-13 Days
2020-05-17,53,2020-05-29,12,2,0.0392156862745099,7-13 Days
2020-05-18,57,2020-05-29,11,0,0,7-13 Days
2020-05-19,38,2020-05-29,10,5,0.151515151515152,7-13 Days
2020-05-20,49,2020-05-29,9,10,0.256410256410256,7-13 Days
2020-05-21,46,2020-05-29,8,8,0.210526315789474,7-13 Days
2020-05-22,49,2020-05-29,7,18,0.580645161290323,7-13 Days
2020-05-23,39,2020-05-29,6,8,0.258064516129032,5-6 Days
2020-05-24,27,2020-05-29,5,8,0.421052631578947,5-6 Days
2020-05-25,23,2020-05-29,4,4,0.210526315789474,3-4 Days
2020-05-26,15,2020-05-29,3,0,0,3-4 Days
2020-05-27,13,2020-05-29,2,6,0.857142857142857,2 Days
2020-05-28,5,2020-05-29,1,5,,1 Day
2020-05-29,3,2020-05-29,0,3,,Same day
,11,2020-05-30,,,,No Data
2020-03-01,0,2020-05-30,90,0,0,14 Days +
2020-03-02,0,2020-05-30,89,0,0,14 Days +
2020-03-03,0,2020-05-30,88,0,0,14 Days +
2020-03-04,0,2020-05-30,87,0,0,14 Days +
2020-03-05,0,2020-05-30,86,0,0,14 Days +
2020-03-06,0,2020-05-30,85,0,0,14 Days +
2020-03-07,0,2020-05-30,84,0,0,14 Days +
2020-03-08,0,2020-05-30,83,0,0,14 Days +
2020-03-09,0,2020-05-30,82,0,0,14 Days +
2020-03-10,0,2020-05-30,81,0,0,14 Days +
2020-03-11,1,2020-05-30,80,0,0,14 Days +
2020-03-12,0,2020-05-30,79,0,0,14 Days +
2020-03-13,1,2020-05-30,78,0,0,14 Days +
2020-03-14,1,2020-05-30,77,0,0,14 Days +
2020-03-15,2,2020-05-30,76,0,0,14 Days +
2020-03-16,2,2020-05-30,75,0,0,14 Days +
2020-03-17,1,2020-05-30,74,0,0,14 Days +
2020-03-18,6,2020-05-30,73,0,0,14 Days +
2020-03-19,7,2020-05-30,72,0,0,14 Days +
2020-03-20,9,2020-05-30,71,0,0,14 Days +
2020-03-21,8,2020-05-30,70,0,0,14 Days +
2020-03-22,11,2020-05-30,69,0,0,14 Days +
2020-03-23,11,2020-05-30,68,0,0,14 Days +
2020-03-24,21,2020-05-30,67,0,0,14 Days +
2020-03-25,22,2020-05-30,66,0,0,14 Days +
2020-03-26,31,2020-05-30,65,0,0,14 Days +
2020-03-27,32,2020-05-30,64,0,0,14 Days +
2020-03-28,35,2020-05-30,63,0,0,14 Days +
2020-03-29,38,2020-05-30,62,0,0,14 Days +
2020-03-30,45,2020-05-30,61,1,0.0227272727272727,14 Days +
2020-03-31,48,2020-05-30,60,-1,-0.0204081632653061,14 Days +
2020-04-01,53,2020-05-30,59,0,0,14 Days +
2020-04-02,70,2020-05-30,58,0,0,14 Days +
2020-04-03,78,2020-05-30,57,0,0,14 Days +
2020-04-04,71,2020-05-30,56,0,0,14 Days +
2020-04-05,86,2020-05-30,55,0,0,14 Days +
2020-04-06,90,2020-05-30,54,0,0,14 Days +
2020-04-07,84,2020-05-30,53,0,0,14 Days +
2020-04-08,115,2020-05-30,52,0,0,14 Days +
2020-04-09,86,2020-05-30,51,0,0,14 Days +
2020-04-10,90,2020-05-30,50,0,0,14 Days +
2020-04-11,103,2020-05-30,49,0,0,14 Days +
2020-04-12,97,2020-05-30,48,0,0,14 Days +
2020-04-13,85,2020-05-30,47,0,0,14 Days +
2020-04-14,91,2020-05-30,46,0,0,14 Days +
2020-04-15,115,2020-05-30,45,0,0,14 Days +
2020-04-16,111,2020-05-30,44,0,0,14 Days +
2020-04-17,82,2020-05-30,43,0,0,14 Days +
2020-04-18,87,2020-05-30,42,0,0,14 Days +
2020-04-19,88,2020-05-30,41,0,0,14 Days +
2020-04-20,84,2020-05-30,40,0,0,14 Days +
2020-04-21,62,2020-05-30,39,0,0,14 Days +
2020-04-22,77,2020-05-30,38,0,0,14 Days +
2020-04-23,86,2020-05-30,37,0,0,14 Days +
2020-04-24,89,2020-05-30,36,1,0.0113636363636365,14 Days +
2020-04-25,73,2020-05-30,35,0,0,14 Days +
2020-04-26,75,2020-05-30,34,0,0,14 Days +
2020-04-27,73,2020-05-30,33,-1,-0.0135135135135135,14 Days +
2020-04-28,81,2020-05-30,32,0,0,14 Days +
2020-04-29,82,2020-05-30,31,0,0,14 Days +
2020-04-30,78,2020-05-30,30,0,0,14 Days +
2020-05-01,78,2020-05-30,29,0,0,14 Days +
2020-05-02,73,2020-05-30,28,0,0,14 Days +
2020-05-03,74,2020-05-30,27,0,0,14 Days +
2020-05-04,84,2020-05-30,26,2,0.024390243902439,14 Days +
2020-05-05,71,2020-05-30,25,0,0,14 Days +
2020-05-06,73,2020-05-30,24,0,0,14 Days +
2020-05-07,80,2020-05-30,23,0,0,14 Days +
2020-05-08,60,2020-05-30,22,0,0,14 Days +
2020-05-09,65,2020-05-30,21,0,0,14 Days +
2020-05-10,73,2020-05-30,20,0,0,14 Days +
2020-05-11,64,2020-05-30,19,1,0.0158730158730158,14 Days +
2020-05-12,58,2020-05-30,18,1,0.0175438596491229,14 Days +
2020-05-13,51,2020-05-30,17,0,0,14 Days +
2020-05-14,44,2020-05-30,16,0,0,14 Days +
2020-05-15,58,2020-05-30,15,2,0.0357142857142858,14 Days +
2020-05-16,45,2020-05-30,14,0,0,14 Days +
2020-05-17,53,2020-05-30,13,0,0,7-13 Days
2020-05-18,58,2020-05-30,12,1,0.0175438596491229,7-13 Days
2020-05-19,38,2020-05-30,11,0,0,7-13 Days
2020-05-20,50,2020-05-30,10,1,0.0204081632653061,7-13 Days
2020-05-21,50,2020-05-30,9,4,0.0869565217391304,7-13 Days
2020-05-22,51,2020-05-30,8,2,0.0408163265306123,7-13 Days
2020-05-23,49,2020-05-30,7,10,0.256410256410256,7-13 Days
2020-05-24,34,2020-05-30,6,7,0.259259259259259,5-6 Days
2020-05-25,27,2020-05-30,5,4,0.173913043478261,5-6 Days
2020-05-26,15,2020-05-30,4,0,0,3-4 Days
2020-05-27,18,2020-05-30,3,5,0.384615384615385,3-4 Days
2020-05-28,11,2020-05-30,2,6,1.2,2 Days
2020-05-29,5,2020-05-30,1,2,0.666666666666667,1 Day
2020-05-30,0,2020-05-30,0,0,0,Same day
,11,2020-05-31,,,,No Data
2020-03-01,0,2020-05-31,91,0,0,14 Days +
2020-03-02,0,2020-05-31,90,0,0,14 Days +
2020-03-03,0,2020-05-31,89,0,0,14 Days +
2020-03-04,0,2020-05-31,88,0,0,14 Days +
2020-03-05,0,2020-05-31,87,0,0,14 Days +
2020-03-06,0,2020-05-31,86,0,0,14 Days +
2020-03-07,0,2020-05-31,85,0,0,14 Days +
2020-03-08,0,2020-05-31,84,0,0,14 Days +
2020-03-09,0,2020-05-31,83,0,0,14 Days +
2020-03-10,0,2020-05-31,82,0,0,14 Days +
2020-03-11,1,2020-05-31,81,0,0,14 Days +
2020-03-12,0,2020-05-31,80,0,0,14 Days +
2020-03-13,1,2020-05-31,79,0,0,14 Days +
2020-03-14,1,2020-05-31,78,0,0,14 Days +
2020-03-15,2,2020-05-31,77,0,0,14 Days +
2020-03-16,2,2020-05-31,76,0,0,14 Days +
2020-03-17,1,2020-05-31,75,0,0,14 Days +
2020-03-18,6,2020-05-31,74,0,0,14 Days +
2020-03-19,7,2020-05-31,73,0,0,14 Days +
2020-03-20,9,2020-05-31,72,0,0,14 Days +
2020-03-21,8,2020-05-31,71,0,0,14 Days +
2020-03-22,11,2020-05-31,70,0,0,14 Days +
2020-03-23,11,2020-05-31,69,0,0,14 Days +
2020-03-24,21,2020-05-31,68,0,0,14 Days +
2020-03-25,22,2020-05-31,67,0,0,14 Days +
2020-03-26,31,2020-05-31,66,0,0,14 Days +
2020-03-27,32,2020-05-31,65,0,0,14 Days +
2020-03-28,35,2020-05-31,64,0,0,14 Days +
2020-03-29,38,2020-05-31,63,0,0,14 Days +
2020-03-30,45,2020-05-31,62,0,0,14 Days +
2020-03-31,48,2020-05-31,61,0,0,14 Days +
2020-04-01,53,2020-05-31,60,0,0,14 Days +
2020-04-02,70,2020-05-31,59,0,0,14 Days +
2020-04-03,78,2020-05-31,58,0,0,14 Days +
2020-04-04,71,2020-05-31,57,0,0,14 Days +
2020-04-05,86,2020-05-31,56,0,0,14 Days +
2020-04-06,90,2020-05-31,55,0,0,14 Days +
2020-04-07,84,2020-05-31,54,0,0,14 Days +
2020-04-08,115,2020-05-31,53,0,0,14 Days +
2020-04-09,86,2020-05-31,52,0,0,14 Days +
2020-04-10,90,2020-05-31,51,0,0,14 Days +
2020-04-11,103,2020-05-31,50,0,0,14 Days +
2020-04-12,97,2020-05-31,49,0,0,14 Days +
2020-04-13,85,2020-05-31,48,0,0,14 Days +
2020-04-14,91,2020-05-31,47,0,0,14 Days +
2020-04-15,115,2020-05-31,46,0,0,14 Days +
2020-04-16,111,2020-05-31,45,0,0,14 Days +
2020-04-17,82,2020-05-31,44,0,0,14 Days +
2020-04-18,87,2020-05-31,43,0,0,14 Days +
2020-04-19,88,2020-05-31,42,0,0,14 Days +
2020-04-20,84,2020-05-31,41,0,0,14 Days +
2020-04-21,62,2020-05-31,40,0,0,14 Days +
2020-04-22,77,2020-05-31,39,0,0,14 Days +
2020-04-23,86,2020-05-31,38,0,0,14 Days +
2020-04-24,89,2020-05-31,37,0,0,14 Days +
2020-04-25,73,2020-05-31,36,0,0,14 Days +
2020-04-26,75,2020-05-31,35,0,0,14 Days +
2020-04-27,73,2020-05-31,34,0,0,14 Days +
2020-04-28,81,2020-05-31,33,0,0,14 Days +
2020-04-29,82,2020-05-31,32,0,0,14 Days +
2020-04-30,78,2020-05-31,31,0,0,14 Days +
2020-05-01,78,2020-05-31,30,0,0,14 Days +
2020-05-02,73,2020-05-31,29,0,0,14 Days +
2020-05-03,74,2020-05-31,28,0,0,14 Days +
2020-05-04,84,2020-05-31,27,0,0,14 Days +
2020-05-05,71,2020-05-31,26,0,0,14 Days +
2020-05-06,73,2020-05-31,25,0,0,14 Days +
2020-05-07,80,2020-05-31,24,0,0,14 Days +
2020-05-08,60,2020-05-31,23,0,0,14 Days +
2020-05-09,65,2020-05-31,22,0,0,14 Days +
2020-05-10,73,2020-05-31,21,0,0,14 Days +
2020-05-11,64,2020-05-31,20,0,0,14 Days +
2020-05-12,58,2020-05-31,19,0,0,14 Days +
2020-05-13,51,2020-05-31,18,0,0,14 Days +
2020-05-14,44,2020-05-31,17,0,0,14 Days +
2020-05-15,58,2020-05-31,16,0,0,14 Days +
2020-05-16,45,2020-05-31,15,0,0,14 Days +
2020-05-17,53,2020-05-31,14,0,0,14 Days +
2020-05-18,58,2020-05-31,13,0,0,7-13 Days
2020-05-19,38,2020-05-31,12,0,0,7-13 Days
2020-05-20,50,2020-05-31,11,0,0,7-13 Days
2020-05-21,50,2020-05-31,10,0,0,7-13 Days
2020-05-22,51,2020-05-31,9,0,0,7-13 Days
2020-05-23,49,2020-05-31,8,0,0,7-13 Days
2020-05-24,34,2020-05-31,7,0,0,7-13 Days
2020-05-25,27,2020-05-31,6,0,0,5-6 Days
2020-05-26,15,2020-05-31,5,0,0,5-6 Days
2020-05-27,18,2020-05-31,4,0,0,3-4 Days
2020-05-28,11,2020-05-31,3,0,0,3-4 Days
2020-05-29,5,2020-05-31,2,0,0,2 Days
2020-05-30,0,2020-05-31,1,0,0,1 Day
2020-05-31,0,2020-05-31,0,0,0,Same day
,11,2020-06-01,,,,No Data
2020-03-01,0,2020-06-01,92,0,0,14 Days +
2020-03-02,0,2020-06-01,91,0,0,14 Days +
2020-03-03,0,2020-06-01,90,0,0,14 Days +
2020-03-04,0,2020-06-01,89,0,0,14 Days +
2020-03-05,0,2020-06-01,88,0,0,14 Days +
2020-03-06,0,2020-06-01,87,0,0,14 Days +
2020-03-07,0,2020-06-01,86,0,0,14 Days +
2020-03-08,0,2020-06-01,85,0,0,14 Days +
2020-03-09,0,2020-06-01,84,0,0,14 Days +
2020-03-10,0,2020-06-01,83,0,0,14 Days +
2020-03-11,1,2020-06-01,82,0,0,14 Days +
2020-03-12,0,2020-06-01,81,0,0,14 Days +
2020-03-13,1,2020-06-01,80,0,0,14 Days +
2020-03-14,1,2020-06-01,79,0,0,14 Days +
2020-03-15,2,2020-06-01,78,0,0,14 Days +
2020-03-16,2,2020-06-01,77,0,0,14 Days +
2020-03-17,1,2020-06-01,76,0,0,14 Days +
2020-03-18,6,2020-06-01,75,0,0,14 Days +
2020-03-19,7,2020-06-01,74,0,0,14 Days +
2020-03-20,9,2020-06-01,73,0,0,14 Days +
2020-03-21,8,2020-06-01,72,0,0,14 Days +
2020-03-22,11,2020-06-01,71,0,0,14 Days +
2020-03-23,11,2020-06-01,70,0,0,14 Days +
2020-03-24,21,2020-06-01,69,0,0,14 Days +
2020-03-25,22,2020-06-01,68,0,0,14 Days +
2020-03-26,31,2020-06-01,67,0,0,14 Days +
2020-03-27,32,2020-06-01,66,0,0,14 Days +
2020-03-28,35,2020-06-01,65,0,0,14 Days +
2020-03-29,38,2020-06-01,64,0,0,14 Days +
2020-03-30,45,2020-06-01,63,0,0,14 Days +
2020-03-31,48,2020-06-01,62,0,0,14 Days +
2020-04-01,53,2020-06-01,61,0,0,14 Days +
2020-04-02,70,2020-06-01,60,0,0,14 Days +
2020-04-03,78,2020-06-01,59,0,0,14 Days +
2020-04-04,71,2020-06-01,58,0,0,14 Days +
2020-04-05,86,2020-06-01,57,0,0,14 Days +
2020-04-06,90,2020-06-01,56,0,0,14 Days +
2020-04-07,84,2020-06-01,55,0,0,14 Days +
2020-04-08,115,2020-06-01,54,0,0,14 Days +
2020-04-09,86,2020-06-01,53,0,0,14 Days +
2020-04-10,90,2020-06-01,52,0,0,14 Days +
2020-04-11,103,2020-06-01,51,0,0,14 Days +
2020-04-12,97,2020-06-01,50,0,0,14 Days +
2020-04-13,85,2020-06-01,49,0,0,14 Days +
2020-04-14,91,2020-06-01,48,0,0,14 Days +
2020-04-15,115,2020-06-01,47,0,0,14 Days +
2020-04-16,111,2020-06-01,46,0,0,14 Days +
2020-04-17,82,2020-06-01,45,0,0,14 Days +
2020-04-18,87,2020-06-01,44,0,0,14 Days +
2020-04-19,88,2020-06-01,43,0,0,14 Days +
2020-04-20,84,2020-06-01,42,0,0,14 Days +
2020-04-21,62,2020-06-01,41,0,0,14 Days +
2020-04-22,77,2020-06-01,40,0,0,14 Days +
2020-04-23,86,2020-06-01,39,0,0,14 Days +
2020-04-24,89,2020-06-01,38,0,0,14 Days +
2020-04-25,73,2020-06-01,37,0,0,14 Days +
2020-04-26,75,2020-06-01,36,0,0,14 Days +
2020-04-27,73,2020-06-01,35,0,0,14 Days +
2020-04-28,81,2020-06-01,34,0,0,14 Days +
2020-04-29,82,2020-06-01,33,0,0,14 Days +
2020-04-30,78,2020-06-01,32,0,0,14 Days +
2020-05-01,78,2020-06-01,31,0,0,14 Days +
2020-05-02,73,2020-06-01,30,0,0,14 Days +
2020-05-03,74,2020-06-01,29,0,0,14 Days +
2020-05-04,84,2020-06-01,28,0,0,14 Days +
2020-05-05,71,2020-06-01,27,0,0,14 Days +
2020-05-06,73,2020-06-01,26,0,0,14 Days +
2020-05-07,80,2020-06-01,25,0,0,14 Days +
2020-05-08,60,2020-06-01,24,0,0,14 Days +
2020-05-09,65,2020-06-01,23,0,0,14 Days +
2020-05-10,73,2020-06-01,22,0,0,14 Days +
2020-05-11,64,2020-06-01,21,0,0,14 Days +
2020-05-12,58,2020-06-01,20,0,0,14 Days +
2020-05-13,51,2020-06-01,19,0,0,14 Days +
2020-05-14,44,2020-06-01,18,0,0,14 Days +
2020-05-15,58,2020-06-01,17,0,0,14 Days +
2020-05-16,45,2020-06-01,16,0,0,14 Days +
2020-05-17,53,2020-06-01,15,0,0,14 Days +
2020-05-18,58,2020-06-01,14,0,0,14 Days +
2020-05-19,38,2020-06-01,13,0,0,7-13 Days
2020-05-20,50,2020-06-01,12,0,0,7-13 Days
2020-05-21,50,2020-06-01,11,0,0,7-13 Days
2020-05-22,51,2020-06-01,10,0,0,7-13 Days
2020-05-23,49,2020-06-01,9,0,0,7-13 Days
2020-05-24,34,2020-06-01,8,0,0,7-13 Days
2020-05-25,27,2020-06-01,7,0,0,7-13 Days
2020-05-26,15,2020-06-01,6,0,0,5-6 Days
2020-05-27,18,2020-06-01,5,0,0,5-6 Days
2020-05-28,11,2020-06-01,4,0,0,3-4 Days
2020-05-29,7,2020-06-01,3,2,0.4,3-4 Days
2020-05-30,4,2020-06-01,2,4,,2 Days
2020-05-31,1,2020-06-01,1,1,,1 Day
2020-06-01,1,2020-06-01,0,1,,Same day
,12,2020-06-02,,,,No Data
2020-03-01,0,2020-06-02,93,0,0,14 Days +
2020-03-02,0,2020-06-02,92,0,0,14 Days +
2020-03-03,0,2020-06-02,91,0,0,14 Days +
2020-03-04,0,2020-06-02,90,0,0,14 Days +
2020-03-05,0,2020-06-02,89,0,0,14 Days +
2020-03-06,0,2020-06-02,88,0,0,14 Days +
2020-03-07,0,2020-06-02,87,0,0,14 Days +
2020-03-08,0,2020-06-02,86,0,0,14 Days +
2020-03-09,0,2020-06-02,85,0,0,14 Days +
2020-03-10,0,2020-06-02,84,0,0,14 Days +
2020-03-11,1,2020-06-02,83,0,0,14 Days +
2020-03-12,0,2020-06-02,82,0,0,14 Days +
2020-03-13,1,2020-06-02,81,0,0,14 Days +
2020-03-14,1,2020-06-02,80,0,0,14 Days +
2020-03-15,2,2020-06-02,79,0,0,14 Days +
2020-03-16,2,2020-06-02,78,0,0,14 Days +
2020-03-17,1,2020-06-02,77,0,0,14 Days +
2020-03-18,6,2020-06-02,76,0,0,14 Days +
2020-03-19,7,2020-06-02,75,0,0,14 Days +
2020-03-20,9,2020-06-02,74,0,0,14 Days +
2020-03-21,8,2020-06-02,73,0,0,14 Days +
2020-03-22,11,2020-06-02,72,0,0,14 Days +
2020-03-23,11,2020-06-02,71,0,0,14 Days +
2020-03-24,21,2020-06-02,70,0,0,14 Days +
2020-03-25,22,2020-06-02,69,0,0,14 Days +
2020-03-26,31,2020-06-02,68,0,0,14 Days +
2020-03-27,32,2020-06-02,67,0,0,14 Days +
2020-03-28,35,2020-06-02,66,0,0,14 Days +
2020-03-29,38,2020-06-02,65,0,0,14 Days +
2020-03-30,45,2020-06-02,64,0,0,14 Days +
2020-03-31,48,2020-06-02,63,0,0,14 Days +
2020-04-01,53,2020-06-02,62,0,0,14 Days +
2020-04-02,70,2020-06-02,61,0,0,14 Days +
2020-04-03,78,2020-06-02,60,0,0,14 Days +
2020-04-04,71,2020-06-02,59,0,0,14 Days +
2020-04-05,86,2020-06-02,58,0,0,14 Days +
2020-04-06,90,2020-06-02,57,0,0,14 Days +
2020-04-07,84,2020-06-02,56,0,0,14 Days +
2020-04-08,115,2020-06-02,55,0,0,14 Days +
2020-04-09,86,2020-06-02,54,0,0,14 Days +
2020-04-10,90,2020-06-02,53,0,0,14 Days +
2020-04-11,103,2020-06-02,52,0,0,14 Days +
2020-04-12,97,2020-06-02,51,0,0,14 Days +
2020-04-13,85,2020-06-02,50,0,0,14 Days +
2020-04-14,91,2020-06-02,49,0,0,14 Days +
2020-04-15,115,2020-06-02,48,0,0,14 Days +
2020-04-16,111,2020-06-02,47,0,0,14 Days +
2020-04-17,82,2020-06-02,46,0,0,14 Days +
2020-04-18,86,2020-06-02,45,-1,-0.0114942528735632,14 Days +
2020-04-19,88,2020-06-02,44,0,0,14 Days +
2020-04-20,84,2020-06-02,43,0,0,14 Days +
2020-04-21,62,2020-06-02,42,0,0,14 Days +
2020-04-22,77,2020-06-02,41,0,0,14 Days +
2020-04-23,86,2020-06-02,40,0,0,14 Days +
2020-04-24,89,2020-06-02,39,0,0,14 Days +
2020-04-25,73,2020-06-02,38,0,0,14 Days +
2020-04-26,75,2020-06-02,37,0,0,14 Days +
2020-04-27,73,2020-06-02,36,0,0,14 Days +
2020-04-28,82,2020-06-02,35,1,0.0123456790123457,14 Days +
2020-04-29,82,2020-06-02,34,0,0,14 Days +
2020-04-30,78,2020-06-02,33,0,0,14 Days +
2020-05-01,78,2020-06-02,32,0,0,14 Days +
2020-05-02,73,2020-06-02,31,0,0,14 Days +
2020-05-03,74,2020-06-02,30,0,0,14 Days +
2020-05-04,84,2020-06-02,29,0,0,14 Days +
2020-05-05,71,2020-06-02,28,0,0,14 Days +
2020-05-06,73,2020-06-02,27,0,0,14 Days +
2020-05-07,80,2020-06-02,26,0,0,14 Days +
2020-05-08,60,2020-06-02,25,0,0,14 Days +
2020-05-09,66,2020-06-02,24,1,0.0153846153846153,14 Days +
2020-05-10,73,2020-06-02,23,0,0,14 Days +
2020-05-11,64,2020-06-02,22,0,0,14 Days +
2020-05-12,59,2020-06-02,21,1,0.0172413793103448,14 Days +
2020-05-13,51,2020-06-02,20,0,0,14 Days +
2020-05-14,44,2020-06-02,19,0,0,14 Days +
2020-05-15,58,2020-06-02,18,0,0,14 Days +
2020-05-16,46,2020-06-02,17,1,0.0222222222222221,14 Days +
2020-05-17,53,2020-06-02,16,0,0,14 Days +
2020-05-18,59,2020-06-02,15,1,0.0172413793103448,14 Days +
2020-05-19,37,2020-06-02,14,-1,-0.0263157894736842,14 Days +
2020-05-20,52,2020-06-02,13,2,0.04,7-13 Days
2020-05-21,50,2020-06-02,12,0,0,7-13 Days
2020-05-22,52,2020-06-02,11,1,0.0196078431372548,7-13 Days
2020-05-23,49,2020-06-02,10,0,0,7-13 Days
2020-05-24,34,2020-06-02,9,0,0,7-13 Days
2020-05-25,30,2020-06-02,8,3,0.111111111111111,7-13 Days
2020-05-26,17,2020-06-02,7,2,0.133333333333333,7-13 Days
2020-05-27,23,2020-06-02,6,5,0.277777777777778,5-6 Days
2020-05-28,16,2020-06-02,5,5,0.454545454545455,5-6 Days
2020-05-29,19,2020-06-02,4,12,1.71428571428571,3-4 Days
2020-05-30,14,2020-06-02,3,10,2.5,3-4 Days
2020-05-31,11,2020-06-02,2,10,10,2 Days
2020-06-01,12,2020-06-02,1,11,11,1 Day
2020-06-02,0,2020-06-02,0,0,0,Same day
,11,2020-06-03,,,,No Data
2020-03-01,0,2020-06-03,94,0,0,14 Days +
2020-03-02,0,2020-06-03,93,0,0,14 Days +
2020-03-03,0,2020-06-03,92,0,0,14 Days +
2020-03-04,0,2020-06-03,91,0,0,14 Days +
2020-03-05,0,2020-06-03,90,0,0,14 Days +
2020-03-06,0,2020-06-03,89,0,0,14 Days +
2020-03-07,0,2020-06-03,88,0,0,14 Days +
2020-03-08,0,2020-06-03,87,0,0,14 Days +
2020-03-09,0,2020-06-03,86,0,0,14 Days +
2020-03-10,0,2020-06-03,85,0,0,14 Days +
2020-03-11,1,2020-06-03,84,0,0,14 Days +
2020-03-12,0,2020-06-03,83,0,0,14 Days +
2020-03-13,1,2020-06-03,82,0,0,14 Days +
2020-03-14,1,2020-06-03,81,0,0,14 Days +
2020-03-15,2,2020-06-03,80,0,0,14 Days +
2020-03-16,2,2020-06-03,79,0,0,14 Days +
2020-03-17,1,2020-06-03,78,0,0,14 Days +
2020-03-18,6,2020-06-03,77,0,0,14 Days +
2020-03-19,7,2020-06-03,76,0,0,14 Days +
2020-03-20,9,2020-06-03,75,0,0,14 Days +
2020-03-21,8,2020-06-03,74,0,0,14 Days +
2020-03-22,11,2020-06-03,73,0,0,14 Days +
2020-03-23,11,2020-06-03,72,0,0,14 Days +
